accession_id	genome_size	tax_id	tax_name	species	genus	family	order	class	phylum	kingdom	superkingdom
NC_010800.1	27657	11152	Turkey coronavirus	Avian coronavirus	Gammacoronavirus	Coronaviridae	Nidovirales	Pisoniviricetes	Pisuviricota	Orthornavirae	Viruses
NC_010812.1	2756	437060	Ageratum yellow vein Hualian virus-[Taiwan:Hsinchu:tom:2003]	Ageratum yellow vein Hualian virus	Begomovirus	Geminiviridae	Geplafuvirales	Repensiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_010817.1	7277	500654	Bandicoot papillomatosis carcinomatosis virus type 2			Papillomaviridae	Zurhausenvirales	Papovaviricetes	Cossaviricota	Shotokuvirae	Viruses
NC_010819.1	12972	338478	Macaque simian foamy virus		Spumavirus	Retroviridae	Ortervirales	Revtraviricetes	Artverviricota	Pararnavirae	Viruses
NC_010948.1	2622	51673	Wissadula golden mosaic virus		Begomovirus	Geminiviridae	Geplafuvirales	Repensiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_010951.1	2578	51673	Wissadula golden mosaic virus		Begomovirus	Geminiviridae	Geplafuvirales	Repensiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_010954.1	9656	332471	Fritillary virus Y		Potyvirus	Potyviridae	Patatavirales	Stelpaviricetes	Pisuviricota	Orthornavirae	Viruses
NC_010837.1	2666	536081	Blainvillea yellow spot virus		Begomovirus	Geminiviridae	Geplafuvirales	Repensiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_010838.1	2634	536081	Blainvillea yellow spot virus		Begomovirus	Geminiviridae	Geplafuvirales	Repensiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_010985.1	2149	421976	Curvularia thermal tolerance virus								Viruses
NC_010986.1	1886	421976	Curvularia thermal tolerance virus								Viruses
NC_011020.1	50968	540065	Mycobacterium virus Jasper		Fromanvirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_011024.1	2771	604276	TYLCAxV-Sic1-[IT:Sic2/2:04]	Tomato yellow leaf curl Axarquia virus	Begomovirus	Geminiviridae	Geplafuvirales	Repensiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_011045.1	38841	532076	Escherichia phage 13a		Teseptimavirus	Autographiviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_011048.1	19282	10755	Phage phi-15	Bacillus virus phi29	Salasvirus	Podoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_011054.1	58037	546182	Mycobacterium virus Boomer		Cheoctovirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_011058.1	2584	463360	Chickpea chlorotic dwarf virus		Mastrevirus	Geminiviridae	Geplafuvirales	Repensiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_011096.1	2794	548915	Tomato leaf curl Kumasi virus		Begomovirus	Geminiviridae	Geplafuvirales	Repensiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_011107.1	42961	496396	Pseudomonas phage PT2	Pseudomonas virus PT2	Phikmvvirus	Autographiviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_011132.1	18343	543939	Sputnik virophage	Mimivirus-dependent virus Sputnik	Sputnikvirus	Lavidaviridae	Priklausovirales	Maveriviricetes	Preplasmiviricota	Bamfordvirae	Viruses
NC_011166.1	66530	549446	Pseudomonas phage LMA2	Pseudomonas virus LMA2	Pbunavirus	Myoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_011190.1	5862	487492	Mikania micrantha mosaic virus	Gentian mosaic virus	Fabavirus	Secoviridae	Picornavirales	Pisoniviricetes	Pisuviricota	Orthornavirae	Viruses
NC_011189.1	3418	487492	Mikania micrantha mosaic virus	Gentian mosaic virus	Fabavirus	Secoviridae	Picornavirales	Pisoniviricetes	Pisuviricota	Orthornavirae	Viruses
NC_011217.1	15330	459291	Sulfolobus spindle-shaped virus 5		Alphafusellovirus	Fuselloviridae					Viruses
NC_011273.1	164602	546805	Mycobacterium phage Myrna			Myoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_011267.1	49487	555603	Mycobacterium phage Solon	Mycobacterium virus Solon	Fromanvirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_011268.1	2743	543876	Jatropha leaf curl virus		Begomovirus	Geminiviridae	Geplafuvirales	Repensiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_011270.1	154906	546808	Mycobacterium phage Spud	Mycobacterium virus Bxz1	Bixzunavirus	Myoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_011291.1	47057	561996	Mycobacterium virus Brujita		Brujitavirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_011288.1	58471	563119	Mycobacterium virus Fruitloop		Cheoctovirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_011317.1	4139	487311	Anopheles gambiae densovirus	Dipteran brevihamaparvovirus 1	Brevihamaparvovirus	Parvoviridae	Piccovirales	Quintoviricetes	Cossaviricota	Shotokuvirae	Viruses
NC_011344.1	47342	430796	Staphylococcus phage phi2958PVL		Triavirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_011357.1	62147	563769	Stx2-converting phage 1717			Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_011373.1	46872	504346	Pseudomonas phage PAJU2			Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_011400.1	6171	568715	Astrovirus MLB1		Mamastrovirus	Astroviridae	Stellavirales	Stelpaviricetes	Pisuviricota	Orthornavirae	Viruses
NC_011507.2	3302	10922	Simian rotavirus	Rotavirus A	Rotavirus	Reoviridae	Reovirales	Resentoviricetes	Duplornaviricota	Orthornavirae	Viruses
NC_011504.2	751	10922	Simian rotavirus	Rotavirus A	Rotavirus	Reoviridae	Reovirales	Resentoviricetes	Duplornaviricota	Orthornavirae	Viruses
NC_011505.2	667	10922	Simian rotavirus	Rotavirus A	Rotavirus	Reoviridae	Reovirales	Resentoviricetes	Duplornaviricota	Orthornavirae	Viruses
NC_011506.2	2693	10922	Simian rotavirus	Rotavirus A	Rotavirus	Reoviridae	Reovirales	Resentoviricetes	Duplornaviricota	Orthornavirae	Viruses
NC_011508.2	2591	10922	Simian rotavirus	Rotavirus A	Rotavirus	Reoviridae	Reovirales	Resentoviricetes	Duplornaviricota	Orthornavirae	Viruses
NC_011510.2	2362	10922	Simian rotavirus	Rotavirus A	Rotavirus	Reoviridae	Reovirales	Resentoviricetes	Duplornaviricota	Orthornavirae	Viruses
NC_011500.2	1614	10922	Simian rotavirus	Rotavirus A	Rotavirus	Reoviridae	Reovirales	Resentoviricetes	Duplornaviricota	Orthornavirae	Viruses
NC_011509.2	1356	10922	Simian rotavirus	Rotavirus A	Rotavirus	Reoviridae	Reovirales	Resentoviricetes	Duplornaviricota	Orthornavirae	Viruses
NC_011501.2	1105	10922	Simian rotavirus	Rotavirus A	Rotavirus	Reoviridae	Reovirales	Resentoviricetes	Duplornaviricota	Orthornavirae	Viruses
NC_011502.2	1059	10922	Simian rotavirus	Rotavirus A	Rotavirus	Reoviridae	Reovirales	Resentoviricetes	Duplornaviricota	Orthornavirae	Viruses
NC_011503.2	1062	10922	Simian rotavirus	Rotavirus A	Rotavirus	Reoviridae	Reovirales	Resentoviricetes	Duplornaviricota	Orthornavirae	Viruses
NC_011530.1	7020	485242	Chelonia mydas papillomavirus 1	Dyozetapapillomavirus 1	Dyozetapapillomavirus	Papillomaviridae	Zurhausenvirales	Papovaviricetes	Cossaviricota	Shotokuvirae	Viruses
NC_011536.1	4547	524023	Imperata yellow mottle virus		Sobemovirus	Solemoviridae	Sobelivirales	Pisoniviricetes	Pisuviricota	Orthornavirae	Viruses
NC_011540.1	8500	335963	Hippeastrum latent virus		Carlavirus	Betaflexiviridae	Tymovirales	Alsuviricetes	Kitrinoviricota	Orthornavirae	Viruses
NC_011544.1	6528	214439	Hosta virus X		Potexvirus	Alphaflexiviridae	Tymovirales	Alsuviricetes	Kitrinoviricota	Orthornavirae	Viruses
NC_011550.1	26552	572289	Munia coronavirus HKU13-3514	Munia coronavirus HKU13	Deltacoronavirus	Coronaviridae	Nidovirales	Pisoniviricetes	Pisuviricota	Orthornavirae	Viruses
NC_011559.1	6151	312275	Anagyris vein yellowing virus		Tymovirus	Tymoviridae	Tymovirales	Alsuviricetes	Kitrinoviricota	Orthornavirae	Viruses
NC_011588.1	127615	92521	Oryctes rhinoceros nudivirus		Alphanudivirus	Nudiviridae					Viruses
NC_011592.1	8759	263892	Bougainvillea chlorotic vein banding virus		Badnavirus	Caulimoviridae	Ortervirales	Revtraviricetes	Artverviricota	Pararnavirae	Viruses
NC_011614.1	42526	575608	Staphylococcus virus IPLA88		Phietavirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_011645.1	37456	565140	Bacillus phage TP21-L	Bacillus virus TP21	Lwoffvirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_011703.1	66235	581037	Pseudomonas phage 14-1	Pseudomonas virus 141	Pbunavirus	Myoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_011765.1	8256	445217	Erinaceus europaeus papillomavirus 1	Dyoetapapillomavirus 1	Dyoetapapillomavirus	Papillomaviridae	Zurhausenvirales	Papovaviricetes	Cossaviricota	Shotokuvirae	Viruses
NC_011804.1	2740	509531	Gossypium darwinii symptomless virus	Cotton leaf curl Multan virus	Begomovirus	Geminiviridae	Geplafuvirales	Repensiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_011829.1	8210	569195	Porcine kobuvirus swine/S-1-HUN/2007/Hungary	Aichivirus C	Kobuvirus	Picornaviridae	Picornavirales	Pisoniviricetes	Pisuviricota	Orthornavirae	Viruses
NC_011920.1	8222	587370	Rudbeckia flower distortion virus		Caulimovirus	Caulimoviridae	Ortervirales	Revtraviricetes	Artverviricota	Pararnavirae	Viruses
NC_012041.1	2757	591160	Bhendi yellow vein Bhubhaneswar virus		Begomovirus	Geminiviridae	Geplafuvirales	Repensiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_012118.1	2764	587313	Pedilanthus leaf curl virus [Pakistan:Multan:2004]	Pedilanthus leaf curl virus	Begomovirus	Geminiviridae	Geplafuvirales	Repensiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_012134.1	3350	578305	Gayfeather mild mottle virus		Cucumovirus	Bromoviridae	Martellivirales	Alsuviricetes	Kitrinoviricota	Orthornavirae	Viruses
NC_012135.1	2935	578305	Gayfeather mild mottle virus		Cucumovirus	Bromoviridae	Martellivirales	Alsuviricetes	Kitrinoviricota	Orthornavirae	Viruses
NC_012136.1	2214	578305	Gayfeather mild mottle virus		Cucumovirus	Bromoviridae	Martellivirales	Alsuviricetes	Kitrinoviricota	Orthornavirae	Viruses
NC_012210.1	8604	590403	Red clover vein mosaic virus		Carlavirus	Betaflexiviridae	Tymovirales	Alsuviricetes	Kitrinoviricota	Orthornavirae	Viruses
NC_012223.2	44899	624134	Escherichia virus SSL2009a		Dhillonvirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_012481.1	2597	457286	Rhynchosia golden mosaic Yucatan virus		Begomovirus	Geminiviridae	Geplafuvirales	Repensiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_012482.1	2542	457286	Rhynchosia golden mosaic Yucatan virus		Begomovirus	Geminiviridae	Geplafuvirales	Repensiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_012492.1	2752	575917	Tomato leaf curl Patna virus		Begomovirus	Geminiviridae	Geplafuvirales	Repensiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_012531.1	10411	631345	Solenopsis invicta virus 3		Invictavirus	Solinviviridae	Picornavirales	Pisoniviricetes	Pisuviricota	Orthornavirae	Viruses
NC_012535.1	4475	411854	Homalodisca vitripennis reovirus		Phytoreovirus	Reoviridae	Reovirales	Resentoviricetes	Duplornaviricota	Orthornavirae	Viruses
NC_012544.1	1205	411854	Homalodisca vitripennis reovirus		Phytoreovirus	Reoviridae	Reovirales	Resentoviricetes	Duplornaviricota	Orthornavirae	Viruses
NC_012545.1	1234	411854	Homalodisca vitripennis reovirus		Phytoreovirus	Reoviridae	Reovirales	Resentoviricetes	Duplornaviricota	Orthornavirae	Viruses
NC_012546.1	1040	411854	Homalodisca vitripennis reovirus		Phytoreovirus	Reoviridae	Reovirales	Resentoviricetes	Duplornaviricota	Orthornavirae	Viruses
NC_012536.1	3522	411854	Homalodisca vitripennis reovirus		Phytoreovirus	Reoviridae	Reovirales	Resentoviricetes	Duplornaviricota	Orthornavirae	Viruses
NC_012537.1	3180	411854	Homalodisca vitripennis reovirus		Phytoreovirus	Reoviridae	Reovirales	Resentoviricetes	Duplornaviricota	Orthornavirae	Viruses
NC_012538.1	2559	411854	Homalodisca vitripennis reovirus		Phytoreovirus	Reoviridae	Reovirales	Resentoviricetes	Duplornaviricota	Orthornavirae	Viruses
NC_012539.1	2521	411854	Homalodisca vitripennis reovirus		Phytoreovirus	Reoviridae	Reovirales	Resentoviricetes	Duplornaviricota	Orthornavirae	Viruses
NC_012540.1	1665	411854	Homalodisca vitripennis reovirus		Phytoreovirus	Reoviridae	Reovirales	Resentoviricetes	Duplornaviricota	Orthornavirae	Viruses
NC_012541.1	1702	411854	Homalodisca vitripennis reovirus		Phytoreovirus	Reoviridae	Reovirales	Resentoviricetes	Duplornaviricota	Orthornavirae	Viruses
NC_012542.1	1434	411854	Homalodisca vitripennis reovirus		Phytoreovirus	Reoviridae	Reovirales	Resentoviricetes	Duplornaviricota	Orthornavirae	Viruses
NC_012543.1	1187	411854	Homalodisca vitripennis reovirus		Phytoreovirus	Reoviridae	Reovirales	Resentoviricetes	Duplornaviricota	Orthornavirae	Viruses
NC_012561.1	11526	11024	Highlands J virus		Alphavirus	Togaviridae	Martellivirales	Alsuviricetes	Kitrinoviricota	Orthornavirae	Viruses
NC_012635.1	168394	10693	Enterobacteria phage RB51		Tequatrovirus	Myoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_012662.1	43931	641832	Vibrio phage VP93	Vibrio virus VP93	Maculvirus	Autographiviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_012666.1	1337	640136	Emilia yellow vein virus-associated DNA beta		Betasatellite	Tolecusatellitidae					Viruses
NC_012696.1	73325	490913	Sulfitobacter phage EE36phi1		Baltimorevirus	Podoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_011085.3	38457	526118	Morganella phage MmP1	Morganella virus MmP1	Minipunavirus	Autographiviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_011103.1	60195	10704	Rhizobium phage 16-3			Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_011106.1	7564	516956	Grapevine virus E		Vitivirus	Betaflexiviridae	Tymovirales	Alsuviricetes	Kitrinoviricota	Orthornavirae	Viruses
NC_011135.1	2767	551531	Tomato leaf curl Kerala virus		Begomovirus	Geminiviridae	Geplafuvirales	Repensiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_011167.1	53104	552525	Bacillus virus IEBH		Cecivirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_011187.1	3983	378833	Sowbane mosaic virus		Sobemovirus	Solemoviridae	Sobelivirales	Pisoniviricetes	Pisuviricota	Orthornavirae	Viruses
NC_011216.1	37635	557289	Burkholderia phage KS10			Myoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_011272.1	153894	546806	Mycobacterium phage Rizal	Mycobacterium virus Bxz1	Bixzunavirus	Myoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_011271.1	155372	546803	Mycobacterium phage Cali	Mycobacterium virus Bxz1	Bixzunavirus	Myoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_011290.1	64807	561998	Mycobacterium phage Gumball	Mycobacterium virus Plot	Plotvirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_011287.1	58554	563122	Mycobacterium virus Pacc40		Cheoctovirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_011309.2	2757	563180	Jatropha yellow mosaic India virus		Begomovirus	Geminiviridae	Geplafuvirales	Repensiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_011335.1	119343	158683	Diadromus pulchellus ascovirus 4a	Diadromus pulchellus toursvirus	Toursvirus	Ascoviridae	Pimascovirales	Megaviricetes	Nucleocytoviricota	Bamfordvirae	Viruses
NC_011349.1	7310	686944	Seneca Valley virus USA/SSV-001	Senecavirus A	Senecavirus	Picornaviridae	Picornavirales	Pisoniviricetes	Pisuviricota	Orthornavirae	Viruses
NC_011398.1	50930	559189	Clostridium virus phiCD27		Lubbockvirus	Myoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_011421.1	132562	10685	Bacillus virus SPO1		Okubovirus	Herelleviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_011523.1	14398	513550	Bacillus virus AP50		Betatectivirus	Tectiviridae	Kalamavirales	Tectiliviricetes	Preplasmiviricota	Bamfordvirae	Viruses
NC_011534.1	39472	47049	Kluyvera phage Kvp1	Kluyvera virus Kvp1	Berlinvirus	Autographiviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_011538.1	6285	312009	Nemesia ring necrosis virus		Tymovirus	Tymoviridae	Tymovirales	Alsuviricetes	Kitrinoviricota	Orthornavirae	Viruses
NC_011542.1	12381	348823	Maize Iranian mosaic nucleorhabdovirus		Nucleorhabdovirus	Rhabdoviridae	Mononegavirales	Monjiviricetes	Negarnaviricota	Orthornavirae	Viruses
NC_011546.1	8913	481147	Simian T-cell lymphotropic virus 6		Deltaretrovirus	Retroviridae	Ortervirales	Revtraviricetes	Artverviricota	Pararnavirae	Viruses
NC_011553.1	3478	339420	Blackberry chlorotic ringspot virus		Ilarvirus	Bromoviridae	Martellivirales	Alsuviricetes	Kitrinoviricota	Orthornavirae	Viruses
NC_011554.1	2879	339420	Blackberry chlorotic ringspot virus		Ilarvirus	Bromoviridae	Martellivirales	Alsuviricetes	Kitrinoviricota	Orthornavirae	Viruses
NC_011555.2	2290	339420	Blackberry chlorotic ringspot virus		Ilarvirus	Bromoviridae	Martellivirales	Alsuviricetes	Kitrinoviricota	Orthornavirae	Viruses
NC_011558.1	6797	1985698	Lettuce big-vein associated varicosavirus		Varicosavirus	Rhabdoviridae	Mononegavirales	Monjiviricetes	Negarnaviricota	Orthornavirae	Viruses
NC_011612.1	45344	575610	Staphylococcus virus IPLA35		Triavirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_011616.1	148634	566270	Spodoptera litura nucleopolyhedrovirus II		Alphabaculovirus	Baculoviridae					Viruses
NC_011643.1	4009	578361	Soybean yellow mottle mosaic virus		Gammacarmovirus	Tombusviridae	Tolivirales	Tolucaviricetes	Kitrinoviricota	Orthornavirae	Viruses
NC_011659.1	6633	253700	Schlumbergera virus X		Potexvirus	Alphaflexiviridae	Tymovirales	Alsuviricetes	Kitrinoviricota	Orthornavirae	Viruses
NC_011705.1	1609	580254	Raphanus sativus cryptic virus 3			Partitiviridae	Durnavirales	Duplopiviricetes	Pisuviricota	Orthornavirae	Viruses
NC_011706.1	1581	580254	Raphanus sativus cryptic virus 3			Partitiviridae	Durnavirales	Duplopiviricetes	Pisuviricota	Orthornavirae	Viruses
NC_011802.1	41941	329864	Salmonella phage SE1 (in:P22virus)	Salmonella virus SE1Spa	Lederbergvirus	Podoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_011808.1	3431	39681	Asparagus virus 2		Ilarvirus	Bromoviridae	Martellivirales	Alsuviricetes	Kitrinoviricota	Orthornavirae	Viruses
NC_011809.1	2916	39681	Asparagus virus 2		Ilarvirus	Bromoviridae	Martellivirales	Alsuviricetes	Kitrinoviricota	Orthornavirae	Viruses
NC_011807.1	2307	39681	Asparagus virus 2		Ilarvirus	Bromoviridae	Martellivirales	Alsuviricetes	Kitrinoviricota	Orthornavirae	Viruses
NC_011811.1	84576	557393	Erwinia phage phiEa21-4	Erwinia virus Ea214	Kolesnikvirus	Myoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_012027.1	69378	591487	Mycobacterium phage Phlyer		Pipefishvirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_012091.2	6501	593131	Pseudomonas phage phi2954	Pseudomonas virus phi2954	Cystovirus	Cystoviridae	Mindivirales	Vidaverviricetes	Duplornaviricota	Orthornavirae	Viruses
NC_012092.1	3606	593131	Pseudomonas phage phi2954	Pseudomonas virus phi2954	Cystovirus	Cystoviridae	Mindivirales	Vidaverviricetes	Duplornaviricota	Orthornavirae	Viruses
NC_012093.1	2578	593131	Pseudomonas phage phi2954	Pseudomonas virus phi2954	Cystovirus	Cystoviridae	Mindivirales	Vidaverviricetes	Duplornaviricota	Orthornavirae	Viruses
NC_012126.1	2140	1218490	Torque teno zalophus virus 1		Lambdatorquevirus	Anelloviridae					Viruses
NC_012419.1	21115	627087	Enterococcus phage EFAP-1			Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_012486.1	7227	915427	Human papillomavirus type 112	Gammapapillomavirus 8	Gammapapillomavirus	Papillomaviridae	Zurhausenvirales	Papovaviricetes	Cossaviricota	Shotokuvirae	Viruses
NC_012519.1	7781	185218	African oil palm ringspot virus		Robigovirus	Betaflexiviridae	Tymovirales	Alsuviricetes	Kitrinoviricota	Orthornavirae	Viruses
NC_011292.1	68952	563121	Mycobacterium phage Konstantine	Mycobacterium virus Konstantine	Barnyardvirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_011308.1	35638	560178	Listeria phage P40			Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_011318.1	38753	541865	Clostridium phage phiCP39-O			Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_011346.1	2776	559878	Clerodendrum golden mosaic China virus		Begomovirus	Geminiviridae	Geplafuvirales	Repensiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_011347.1	2739	559878	Clerodendrum golden mosaic China virus		Begomovirus	Geminiviridae	Geplafuvirales	Repensiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_011356.1	54896	564886	Enterobacteria phage YYZ-2008			Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_001629.1	22195	36343	Lactococcus virus bIL67		Ceduovirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_011583.1	2797	393599	East African cassava mosaic Kenya virus		Begomovirus	Geminiviridae	Geplafuvirales	Repensiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_011584.1	2776	393599	East African cassava mosaic Kenya virus		Begomovirus	Geminiviridae	Geplafuvirales	Repensiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
